GPA,SAT Reading & Writing,SAT Math,SAT Essay,Activity Score,Personal Statement Score,Residency,Race,Gender,Accepted
2.6,686,578,15,80,80,CA resident,Asian,Female,0
2.0,613,674,15,80,80,CA resident,Asian,Male,0
2.5,599,617,16,80,80,International,International,Male,0
2.8,608,579,16,80,80,CA resident,White,Female,0
2.8,665,636,16,80,80,CA resident,Asian,Female,0
2.3,612,694,14,80,80,International,Hispanic,Male,0
2.8,566,624,13,80,80,Non-resident domestic,Asian,Female,0
2.0,626,698,15,80,80,CA resident,Hispanic,Female,0
2.8,582,580,14,80,80,CA resident,Asian,Female,0
2.6,607,695,13,80,80,Non-resident domestic,Hispanic,Female,0
2.7,558,699,13,80,80,CA resident,Asian,Female,0
2.6,598,576,16,80,80,CA resident,Hispanic,Male,1
2.5,584,595,15,80,80,International,White,Female,0
2.4,593,696,15,80,80,CA resident,International,Female,0
2.8,656,646,16,80,80,International,White,Male,0
2.9,589,617,16,80,80,CA resident,International,Female,0
2.4,642,617,14,80,80,CA resident,African American,Male,0
2.8,554,693,16,80,80,CA resident,Asian,Female,0
2.4,638,680,13,80,80,CA resident,White,Female,0
2.5,635,598,14,80,80,CA resident,White,Male,0
2.6,606,658,14,80,80,CA resident,Asian,Male,0
2.7,594,557,13,80,80,CA resident,White,Male,0
2.9,594,646,13,80,80,CA resident,White,Male,0
2.5,596,582,14,80,80,CA resident,Asian,Female,0
2.2,606,558,13,80,80,CA resident,White,Female,0
2.8,691,568,15,80,80,CA resident,Asian,Female,0
2.4,689,596,14,80,80,CA resident,Hispanic,Female,0
2.2,610,624,15,80,80,CA resident,Hispanic,Female,0
2.6,580,649,15,80,80,International,Hispanic,Male,0
2.9,601,688,14,80,80,CA resident,Hispanic,Female,0
2.8,589,599,14,80,80,CA resident,International,Male,0
2.0,580,613,15,80,80,CA resident,Asian,Female,0
2.1,626,670,16,80,80,CA resident,International,Male,0
2.0,598,561,13,80,80,International,Hispanic,Female,0
2.6,686,683,13,80,80,International,Hispanic,Female,0
2.7,610,597,16,80,80,International,Asian,Female,0
2.4,630,699,14,80,80,CA resident,International,Male,0
2.8,626,681,16,80,80,Non-resident domestic,Hispanic,Female,0
2.4,570,686,13,80,80,Non-resident domestic,Asian,Male,0
2.5,625,673,16,80,80,CA resident,International,Female,0
2.3,590,643,16,80,80,CA resident,Hispanic,Male,0
2.9,691,606,15,80,80,CA resident,Asian,Male,0
3.0,661,620,13,80,80,CA resident,White,Female,0
2.1,697,593,16,80,80,CA resident,Asian,Male,0
2.8,663,617,13,80,80,CA resident,Hispanic,Male,0
2.2,592,656,14,80,80,Unknown,White,Male,0
2.1,678,550,16,80,80,CA resident,Asian,Male,0
2.8,589,578,15,80,80,CA resident,International,Female,0
2.5,597,587,14,80,80,CA resident,African American,Female,0
2.2,596,592,14,80,80,Non-resident domestic,Asian,Female,0
2.5,699,686,15,80,80,CA resident,International,Female,0
2.1,684,695,15,80,80,CA resident,White,Female,0
2.4,603,618,16,80,80,CA resident,Hispanic,Female,0
2.1,668,645,14,80,80,CA resident,White,Female,0
2.9,624,636,15,80,80,International,Asian,Male,1
2.6,589,595,14,80,80,CA resident,African American,Female,0
2.2,647,558,16,80,80,CA resident,White,Female,0
2.7,613,657,15,80,80,CA resident,International,Female,1
2.4,606,696,15,80,80,CA resident,Asian,Female,0
2.7,682,674,16,80,80,CA resident,Domestic unknown,Male,1
2.4,556,684,13,80,80,CA resident,White,Female,0
2.7,565,663,14,80,80,CA resident,African American,Female,0
2.6,645,595,14,80,80,CA resident,International,Female,0
2.8,560,636,16,80,80,International,Asian,Male,0
2.7,551,622,14,80,80,CA resident,International,Female,0
2.9,564,683,16,80,80,CA resident,Hispanic,Male,0
2.7,554,604,13,80,80,CA resident,Hispanic,Female,0
2.0,693,562,16,80,80,CA resident,International,Female,1
2.6,635,650,15,80,80,International,Domestic unknown,Female,0
2.4,585,643,15,80,80,CA resident,Hispanic,Male,0
2.0,600,585,15,80,80,CA resident,Asian,Male,0
2.1,598,590,16,80,80,CA resident,White,Female,0
2.0,688,681,14,80,80,CA resident,Asian,Female,0
2.7,687,568,16,80,80,CA resident,Asian,Female,0
2.4,668,569,16,80,80,CA resident,White,Female,0
2.9,613,573,15,80,80,CA resident,African American,Male,0
2.7,661,560,14,80,80,CA resident,Asian,Male,0
2.7,619,630,15,80,80,CA resident,Asian,Female,0
2.0,584,633,16,80,80,CA resident,African American,Female,0
2.2,690,580,13,80,80,Unknown,Hispanic,Female,0
2.2,658,691,16,80,80,CA resident,White,Male,0
2.3,644,687,16,80,80,CA resident,International,Female,0
2.9,645,574,13,80,80,CA resident,International,Female,0
2.2,616,620,14,80,80,CA resident,International,Female,0
2.1,627,625,16,80,80,CA resident,Hispanic,Female,0
2.7,633,563,13,80,80,CA resident,Hispanic,Female,0
2.9,566,573,15,80,80,CA resident,Hispanic,Male,0
2.8,638,623,13,80,80,Non-resident domestic,International,Male,0
2.2,632,682,14,80,80,CA resident,Asian,Male,0
2.7,688,565,13,80,80,CA resident,International,Male,0
2.2,581,626,16,80,80,CA resident,Asian,Male,0
2.6,558,556,13,80,80,CA resident,Hispanic,Male,0
2.0,550,624,14,80,80,CA resident,Hispanic,Male,0
2.2,664,587,14,80,80,International,White,Male,0
2.3,688,574,15,80,80,CA resident,Asian,Male,0
2.5,583,591,15,80,80,CA resident,African American,Male,0
2.1,681,636,14,80,80,CA resident,White,Female,0
3.0,677,629,15,80,80,CA resident,White,Male,0
2.1,610,666,15,80,80,CA resident,International,Female,0
2.7,670,685,16,80,80,CA resident,International,Female,0
2.7,554,628,13,80,80,International,Asian,Male,0
3.0,566,613,14,80,80,CA resident,African American,Male,0
3.0,572,557,16,80,80,International,Asian,Male,0
2.2,684,641,14,80,80,CA resident,Asian,Female,0
2.7,609,563,13,80,80,CA resident,Hispanic,Male,0
2.7,684,553,14,80,80,International,White,Female,0
2.0,638,590,16,80,80,CA resident,Asian,Female,0
2.2,608,615,13,80,80,CA resident,Hispanic,Female,0
2.2,553,570,15,80,80,CA resident,Hispanic,Genderqueer,0
2.8,644,691,14,80,80,International,White,Female,0
2.4,562,633,15,80,80,CA resident,Pacific Islander,Female,0
2.6,632,626,15,80,80,CA resident,Asian,Female,0
2.3,561,617,15,80,80,CA resident,Hispanic,Female,0
2.3,655,574,14,80,80,CA resident,International,Male,0
2.8,568,685,15,80,80,CA resident,International,Female,0
2.0,698,673,15,80,80,Non-resident domestic,Hispanic,Female,0
2.9,688,678,15,80,80,CA resident,Hispanic,Female,0
2.4,576,627,13,80,80,CA resident,International,Female,0
2.7,604,613,16,80,80,CA resident,White,Female,0
2.6,599,613,13,80,80,CA resident,Asian,Female,0
2.7,621,619,15,80,80,CA resident,Asian,Female,0
2.1,628,674,15,80,80,CA resident,Asian,Female,0
2.3,564,574,16,80,80,CA resident,Domestic unknown,Female,0
2.8,587,591,13,80,80,CA resident,Hispanic,Male,0
2.9,630,633,15,80,80,CA resident,Asian,Female,0
2.2,672,551,16,80,80,CA resident,Asian,Male,0
2.4,595,561,14,80,80,International,White,Female,0
2.1,603,674,15,80,80,CA resident,Hispanic,Other,0
2.3,644,696,16,80,80,CA resident,White,Female,0
2.4,671,616,14,80,80,CA resident,Asian,Female,0
2.1,656,617,13,80,80,CA resident,Hispanic,Male,0
2.4,587,585,16,80,80,CA resident,African American,Male,0
2.8,646,693,15,80,80,CA resident,Asian,Female,0
2.8,562,689,13,80,80,CA resident,Asian,Female,0
3.0,593,677,13,80,80,CA resident,Asian,Female,0
2.2,695,599,14,80,80,CA resident,White,Female,0
3.0,583,602,14,80,80,CA resident,Hispanic,Male,0
2.5,675,626,13,80,80,CA resident,Asian,Genderqueer,0
2.1,674,639,16,80,80,CA resident,Hispanic,Female,0
2.5,667,596,16,80,80,International,White,Female,0
2.1,700,579,13,80,80,Non-resident domestic,Hispanic,Female,0
2.2,552,589,16,80,80,International,Hispanic,Male,0
2.3,694,656,14,80,80,CA resident,White,Male,0
2.0,618,581,16,80,80,CA resident,White,Male,0
2.1,688,633,15,80,80,CA resident,White,Male,0
2.4,671,557,15,80,80,Non-resident domestic,Asian,Female,0
2.1,598,587,15,80,80,CA resident,Hispanic,Female,0
2.4,554,600,15,80,80,CA resident,Asian,Male,0
2.5,608,661,13,80,80,Unknown,Hispanic,Female,0
2.4,650,596,13,80,80,CA resident,Asian,Female,0
2.6,639,679,14,80,80,CA resident,Hispanic,Female,0
2.2,582,618,16,80,80,CA resident,White,Female,0
2.9,560,639,15,80,80,Unknown,Asian,Female,0
2.0,622,633,13,80,80,CA resident,White,Female,0
2.7,651,636,14,80,80,CA resident,International,Female,0
2.8,574,650,16,80,80,Non-resident domestic,African American,Male,0
2.4,622,667,15,80,80,Non-resident domestic,White,Female,0
2.9,673,568,14,80,80,CA resident,Asian,Male,0
2.5,698,668,13,80,80,CA resident,Asian,Female,0
2.5,564,694,13,80,80,Unknown,Asian,Female,0
2.5,563,630,16,80,80,CA resident,White,Male,0
2.7,561,627,13,80,80,CA resident,Asian,Female,0
2.3,626,611,15,80,80,Unknown,Asian,Male,0
2.2,650,698,16,80,80,CA resident,White,Female,0
2.1,662,648,13,80,80,Non-resident domestic,Asian,Female,0
2.8,598,593,16,80,80,CA resident,Hispanic,Female,0
2.2,597,656,15,80,80,CA resident,International,Male,0
2.7,560,628,13,80,80,CA resident,International,Male,0
2.4,582,574,14,80,80,CA resident,White,Female,0
2.6,668,571,15,80,80,CA resident,White,Female,0
2.5,592,670,15,80,80,Unknown,Hispanic,Female,0
2.7,657,572,14,80,80,CA resident,Asian,Male,0
2.2,668,550,16,80,80,Unknown,Domestic unknown,Male,0
2.7,618,630,14,80,80,CA resident,Hispanic,Male,0
2.6,700,612,16,80,80,CA resident,Hispanic,Female,0
2.3,557,574,14,80,80,CA resident,Asian,Male,0
2.5,695,637,15,80,80,CA resident,International,Male,0
2.9,597,657,14,80,80,CA resident,White,Female,0
2.3,618,559,14,80,80,CA resident,Asian,Female,0
2.4,582,609,13,80,80,CA resident,International,Female,0
2.1,667,665,14,80,80,CA resident,Asian,Female,0
2.5,609,577,16,80,80,International,Asian,Other,0
2.2,613,603,13,80,80,CA resident,Domestic unknown,Male,0
2.7,646,553,13,80,80,CA resident,White,Female,0
2.9,599,580,14,80,80,International,Hispanic,Female,0
2.9,551,699,15,80,80,CA resident,Asian,Female,0
2.1,628,567,14,80,80,International,Hispanic,Male,0
2.3,638,644,13,80,80,CA resident,White,Female,1
3.0,599,620,13,80,80,CA resident,Hispanic,Female,0
2.9,657,609,13,80,80,CA resident,International,Female,0
2.9,550,628,14,80,80,International,Domestic unknown,Male,0
2.9,585,592,14,80,80,CA resident,Asian,Female,0
2.8,623,616,16,80,80,CA resident,Hispanic,Female,0
2.2,642,563,15,80,80,International,Asian,Male,0
2.8,602,608,16,80,80,CA resident,Asian,Female,0
2.7,629,635,15,80,80,Non-resident domestic,White,Male,0
2.3,682,681,14,80,80,CA resident,Asian,Male,1
2.9,695,588,14,80,80,International,Asian,Female,0
2.9,658,681,13,80,80,International,Asian,Female,0
2.4,623,698,15,80,80,CA resident,Domestic unknown,Male,0
2.6,678,621,14,80,80,CA resident,White,Male,0
2.7,699,628,16,80,80,CA resident,White,Female,0
2.2,590,598,14,80,80,CA resident,Hispanic,Female,0
2.2,613,696,13,80,80,CA resident,Hispanic,Female,0
2.2,575,692,15,80,80,CA resident,Asian,Genderqueer,0
2.2,551,565,15,80,80,CA resident,Hispanic,Male,0
2.0,579,559,16,80,80,CA resident,Hispanic,Male,0
3.0,562,573,15,80,80,CA resident,White,Female,0
2.2,606,700,15,80,80,International,Hispanic,Female,0
2.6,625,628,15,80,80,International,International,Female,0
2.9,574,698,16,80,80,CA resident,Hispanic,Female,0
3.0,608,645,15,80,80,CA resident,Asian,Male,0
2.2,644,627,15,80,80,CA resident,White,Female,0
2.3,562,692,16,80,80,CA resident,White,Female,0
2.0,616,568,14,80,80,CA resident,Hispanic,Female,0
2.3,635,644,13,80,80,CA resident,Asian,Male,0
2.3,636,685,16,80,80,CA resident,Asian,Male,0
2.1,613,667,15,80,80,Non-resident domestic,White,Male,0
2.7,565,676,13,80,80,CA resident,International,Male,0
2.9,630,570,13,80,80,CA resident,Asian,Male,0
2.6,634,604,13,80,80,CA resident,International,Female,0
2.8,567,582,15,80,80,CA resident,Hispanic,Female,0
2.0,674,639,14,80,80,CA resident,International,Female,0
2.7,637,586,13,80,80,Non-resident domestic,Asian,Male,0
2.5,577,559,14,80,80,CA resident,Asian,Female,0
2.9,699,666,14,80,80,CA resident,White,Female,0
2.7,596,674,14,80,80,CA resident,Hispanic,Male,0
2.9,582,693,15,80,80,CA resident,White,Male,0
2.5,609,673,14,80,80,CA resident,Hispanic,Female,0
2.1,579,618,13,80,80,Non-resident domestic,White,Male,0
2.7,604,666,13,80,80,CA resident,Hispanic,Male,0
2.4,685,564,13,80,80,International,International,Female,0
2.5,665,662,16,80,80,CA resident,Hispanic,Male,0
2.2,675,626,15,80,80,CA resident,Domestic unknown,Female,0
2.3,662,678,15,80,80,International,International,Female,0
2.3,677,647,16,80,80,CA resident,White,Female,0
2.7,661,639,13,80,80,CA resident,International,Other,0
2.9,661,668,14,80,80,International,White,Male,0
2.6,671,690,14,80,80,CA resident,Asian,Female,0
2.9,570,684,15,80,80,Unknown,White,Female,0
2.8,621,597,14,80,80,CA resident,Asian,Female,0
2.6,566,635,14,80,80,CA resident,Asian,Female,0
2.9,636,646,16,80,80,CA resident,Asian,Male,0
2.9,633,571,15,80,80,CA resident,Asian,Male,0
2.7,592,593,13,80,80,CA resident,International,Male,0
2.4,646,673,13,80,80,CA resident,International,Male,0
2.6,584,667,16,80,80,Non-resident domestic,Hispanic,Male,0
2.9,649,587,14,80,80,International,Hispanic,Male,0
2.4,612,688,14,80,80,Non-resident domestic,White,Male,0
2.8,580,650,13,80,80,International,Asian,Female,0
2.1,599,641,16,80,80,CA resident,International,Other,0
2.8,617,598,14,80,80,Unknown,Hispanic,Female,0
2.0,630,564,13,80,80,Non-resident domestic,Hispanic,Male,0
2.7,637,627,16,80,80,Unknown,Asian,Female,0
2.7,652,571,15,80,80,International,White,Male,0
2.3,596,666,14,80,80,CA resident,International,Male,0
2.2,670,608,15,80,80,CA resident,International,Female,0
2.6,621,631,15,80,80,International,White,Female,0
2.8,562,697,16,80,80,Non-resident domestic,International,Male,0
2.8,622,689,15,80,80,Unknown,Asian,Male,0
2.5,661,608,13,80,80,CA resident,Asian,Female,0
2.4,684,664,16,80,80,Non-resident domestic,Asian,Female,0
2.5,640,595,13,80,80,CA resident,International,Male,0
2.2,693,668,14,80,80,CA resident,Hispanic,Male,0
2.4,683,635,16,80,80,Unknown,Asian,Female,0
2.2,663,680,14,80,80,CA resident,White,Female,0
2.5,658,642,15,80,80,CA resident,Hispanic,Female,0
2.2,696,551,16,80,80,CA resident,Asian,Male,0
2.2,614,624,16,80,80,CA resident,Hispanic,Male,0
2.9,603,691,13,80,80,CA resident,Hispanic,Female,0
2.5,663,622,13,80,80,CA resident,International,Male,0
2.2,675,575,13,80,80,CA resident,International,Female,0
2.6,693,559,13,80,80,International,International,Male,0
2.6,612,623,14,80,80,CA resident,Hispanic,Male,0
2.6,586,687,15,80,80,International,Hispanic,Male,0
2.6,607,667,13,80,80,CA resident,Asian,Male,0
3.0,595,656,14,80,80,CA resident,International,Male,0
2.2,640,667,16,80,80,CA resident,International,Female,0
2.1,663,570,16,80,80,International,Hispanic,Male,0
2.9,666,692,14,80,80,CA resident,International,Female,0
2.0,631,603,14,80,80,CA resident,International,Male,0
2.6,557,557,16,80,80,CA resident,International,Male,0
2.8,601,567,15,80,80,CA resident,International,Female,0
2.0,670,591,15,80,80,CA resident,International,Male,0
2.3,648,671,16,80,80,CA resident,Hispanic,Male,0
2.4,674,578,13,80,80,CA resident,International,Male,0
2.7,598,550,16,80,80,International,Hispanic,Male,0
2.9,654,570,14,80,80,CA resident,Asian,Female,0
2.2,684,661,15,80,80,CA resident,African American,Male,0
2.9,646,622,14,80,80,CA resident,Asian,Male,0
2.3,630,565,14,80,80,CA resident,White,Male,0
2.5,571,671,13,80,80,CA resident,International,Female,0
2.4,616,642,16,80,80,CA resident,International,Female,0
2.7,690,664,16,80,80,Unknown,Pacific Islander,Female,0
2.0,681,685,16,80,80,CA resident,International,Female,0
2.9,692,595,13,80,80,CA resident,International,Male,0
3.0,588,687,14,80,80,CA resident,White,Female,0
2.4,552,618,16,80,80,CA resident,Asian,Female,1
2.1,698,607,13,80,80,CA resident,Asian,Male,0
2.1,574,627,14,80,80,CA resident,Hispanic,Male,0
2.3,625,636,14,80,80,International,White,Female,0
2.4,582,667,14,80,80,CA resident,Asian,Female,0
2.9,560,635,15,80,80,CA resident,Asian,Other,0
2.7,560,634,14,80,80,CA resident,Hispanic,Male,0
2.7,649,672,13,80,80,CA resident,Domestic unknown,Female,0
2.2,574,620,16,80,80,CA resident,Hispanic,Female,0
2.9,631,620,15,80,80,CA resident,Hispanic,Male,0
2.1,699,567,15,80,80,CA resident,Hispanic,Female,0
2.0,612,668,15,80,80,CA resident,White,Male,0
2.1,610,628,13,80,80,International,White,Male,0
3.0,569,600,13,80,80,CA resident,International,Female,0
2.6,677,560,16,80,80,International,White,Female,0
2.8,578,594,13,80,80,CA resident,White,Female,1
2.2,629,615,14,80,80,International,International,Male,0
2.7,626,698,16,80,80,Non-resident domestic,Asian,Female,0
2.4,674,674,16,80,80,CA resident,Asian,Male,0
2.8,673,693,15,80,80,CA resident,Asian,Male,0
2.4,628,566,16,80,80,CA resident,White,Female,0
2.6,575,573,16,80,80,CA resident,Hispanic,Female,0
3.0,657,620,13,80,80,CA resident,International,Female,0
2.6,565,562,13,80,80,International,White,Male,0
2.9,619,665,16,80,80,CA resident,Hispanic,Female,0
2.1,562,579,15,80,80,CA resident,Domestic unknown,Female,0
2.0,630,638,16,80,80,CA resident,Asian,Female,0
2.4,659,557,16,80,80,CA resident,Hispanic,Female,0
2.8,557,599,15,80,80,CA resident,Asian,Male,0
2.8,619,659,15,80,80,CA resident,Hispanic,Female,0
2.8,661,617,13,80,80,CA resident,International,Female,0
2.1,572,624,13,80,80,CA resident,Hispanic,Male,0
2.9,663,574,14,80,80,CA resident,International,Female,0
2.8,657,657,15,80,80,CA resident,Asian,Male,0
2.1,629,690,13,80,80,CA resident,Domestic unknown,Male,0
2.1,634,604,14,80,80,CA resident,White,Female,0
2.6,680,558,13,80,80,CA resident,White,Female,0
2.4,676,559,16,80,80,CA resident,International,Female,0
2.2,573,552,16,80,80,CA resident,International,Female,0
2.7,668,600,15,80,80,CA resident,White,Male,0
2.2,562,630,15,80,80,CA resident,White,Male,0
2.5,579,622,13,80,80,CA resident,White,Male,0
2.1,621,668,14,80,80,CA resident,African American,Female,0
2.5,667,579,15,80,80,CA resident,White,Female,0
2.6,630,641,15,80,80,CA resident,Hispanic,Male,0
2.9,673,655,13,80,80,International,Domestic unknown,Female,1
2.4,616,677,14,80,80,International,White,Male,0
2.6,664,631,16,80,80,International,African American,Genderqueer,0
3.0,600,600,16,80,80,CA resident,International,Male,0
2.4,617,642,13,80,80,CA resident,White,Female,0
2.5,586,569,16,80,80,CA resident,Hispanic,Male,0
2.2,584,567,13,80,80,Non-resident domestic,Hispanic,Female,0
2.1,611,585,16,80,80,CA resident,Hispanic,Female,0
2.6,560,602,15,80,80,International,American Indian,Female,0
2.0,684,654,16,80,80,CA resident,White,Female,0
2.9,674,586,16,80,80,CA resident,Hispanic,Female,0
2.2,659,600,15,80,80,CA resident,Hispanic,Female,0
2.3,649,621,13,80,80,Non-resident domestic,White,Female,0
2.7,666,668,14,80,80,CA resident,White,Female,0
2.9,569,637,16,80,80,CA resident,Asian,Female,1
2.5,579,626,14,80,80,Non-resident domestic,Asian,Male,0
2.2,560,668,16,80,80,CA resident,International,Male,0
2.0,645,569,15,80,80,Non-resident domestic,Asian,Female,0
2.3,630,645,15,80,80,CA resident,White,Female,0
2.3,652,672,15,80,80,CA resident,International,Genderqueer,0
2.0,624,627,15,80,80,CA resident,Asian,Female,0
2.2,642,655,14,80,80,CA resident,Asian,Male,0
2.7,683,561,13,80,80,CA resident,White,Male,0
2.8,613,579,15,80,80,CA resident,Domestic unknown,Male,0
2.7,666,627,15,80,80,CA resident,Asian,Female,0
2.6,578,553,13,80,80,CA resident,Hispanic,Male,0
2.4,635,679,13,80,80,CA resident,Asian,Male,0
2.5,681,586,15,80,80,CA resident,Hispanic,Male,0
2.4,603,692,14,80,80,CA resident,Asian,Male,0
2.6,619,667,15,80,80,CA resident,White,Male,0
2.5,550,556,14,80,80,CA resident,White,Male,0
3.0,602,598,15,80,80,CA resident,African American,Other,0
2.2,636,583,14,80,80,CA resident,Asian,Female,0
2.0,622,622,14,80,80,International,International,Male,0
2.7,633,616,15,80,80,CA resident,Asian,Female,0
2.0,593,597,16,80,80,International,African American,Female,0
2.5,684,559,14,80,80,CA resident,White,Female,0
2.0,611,689,14,80,80,CA resident,Hispanic,Male,0
2.3,648,681,15,80,80,CA resident,International,Female,0
2.8,658,590,13,80,80,CA resident,Hispanic,Female,0
2.2,598,682,13,80,80,Unknown,Hispanic,Female,0
2.1,594,561,14,80,80,CA resident,African American,Female,0
2.6,646,650,14,80,80,CA resident,White,Female,0
2.6,557,698,13,80,80,CA resident,Hispanic,Male,0
2.1,670,633,16,80,80,CA resident,White,Female,0
2.8,664,607,16,80,80,CA resident,White,Male,0
2.0,579,694,16,80,80,CA resident,African American,Male,0
2.9,574,692,16,80,80,CA resident,Hispanic,Male,0
2.7,586,673,15,80,80,Unknown,International,Female,0
2.4,562,632,14,80,80,CA resident,Asian,Male,0
2.9,646,561,13,80,80,CA resident,International,Female,0
3.0,588,635,13,80,80,CA resident,Asian,Female,0
2.4,621,640,13,80,80,CA resident,Hispanic,Female,0
2.3,643,562,13,80,80,CA resident,International,Female,0
2.4,573,657,13,80,80,Unknown,International,Female,0
2.9,676,598,16,80,80,CA resident,International,Female,0
2.7,611,632,16,80,80,CA resident,Asian,Male,0
2.7,639,627,15,80,80,CA resident,Hispanic,Female,0
3.0,643,647,13,80,80,CA resident,Asian,Male,0
2.1,556,682,15,80,80,CA resident,Asian,Male,0
2.8,656,641,16,80,80,CA resident,Hispanic,Male,0
2.5,578,646,13,80,80,Unknown,Hispanic,Female,0
2.8,625,684,15,80,80,CA resident,Hispanic,Male,0
2.1,578,552,14,80,80,CA resident,International,Female,0
2.2,559,594,15,80,80,CA resident,International,Female,0
2.7,650,663,16,80,80,Non-resident domestic,Hispanic,Male,0
2.1,663,632,14,80,80,CA resident,International,Female,0
2.6,639,589,13,80,80,CA resident,Asian,Female,0
2.7,570,584,15,80,80,CA resident,Asian,Female,0
3.0,572,580,16,80,80,CA resident,African American,Male,0
2.7,550,695,14,80,80,CA resident,Hispanic,Male,0
2.7,661,603,14,80,80,International,Hispanic,Male,0
2.9,678,563,13,80,80,CA resident,Asian,Female,0
2.2,611,618,13,80,80,International,Asian,Female,0
2.4,585,568,16,80,80,CA resident,Hispanic,Male,0
2.8,586,666,14,80,80,CA resident,Asian,Female,0
2.5,588,619,15,80,80,CA resident,Hispanic,Male,0
2.2,633,654,15,80,80,CA resident,White,Male,0
2.4,639,558,14,80,80,CA resident,White,Male,0
2.0,676,690,15,80,80,International,White,Female,0
2.7,657,698,13,80,80,CA resident,International,Female,0
2.5,556,619,14,80,80,CA resident,White,Female,0
2.3,678,624,13,80,80,CA resident,Hispanic,Male,0
2.2,572,690,14,80,80,CA resident,Asian,Female,1
2.0,650,555,16,80,80,CA resident,White,Female,0
2.9,620,696,15,80,80,Unknown,Domestic unknown,Male,0
2.2,631,624,16,80,80,CA resident,African American,Male,0
3.0,560,633,14,80,80,CA resident,Hispanic,Male,0
2.8,579,612,15,80,80,CA resident,Asian,Female,0
2.9,587,563,16,80,80,International,Hispanic,Female,0
2.8,571,628,14,80,80,CA resident,International,Female,0
2.5,583,589,15,80,80,International,Asian,Female,0
2.0,565,626,13,80,80,CA resident,Asian,Female,0
2.4,559,693,15,80,80,CA resident,Asian,Male,0
3.0,615,602,13,80,80,International,Asian,Male,0
2.8,651,563,15,80,80,Non-resident domestic,African American,Female,0
2.9,560,638,13,80,80,CA resident,White,Male,0
2.5,650,600,15,80,80,CA resident,Asian,Female,0
2.3,557,674,13,80,80,CA resident,Asian,Male,0
2.8,652,599,15,80,80,CA resident,International,Male,0
2.3,583,614,13,80,80,CA resident,Hispanic,Female,1
2.5,567,614,14,80,80,International,African American,Female,0
2.5,601,576,16,80,80,CA resident,International,Female,0
2.2,603,577,15,80,80,CA resident,Asian,Male,0
2.2,686,648,15,80,80,CA resident,Hispanic,Female,0
2.8,605,620,14,80,80,CA resident,International,Female,0
2.0,629,591,16,80,80,CA resident,Asian,Female,0
2.8,640,585,14,80,80,International,Hispanic,Male,0
3.0,620,603,15,80,80,Unknown,Hispanic,Female,0
2.6,586,610,13,80,80,CA resident,Asian,Genderqueer,1
2.5,648,644,14,80,80,Non-resident domestic,Asian,Female,0
3.0,603,660,13,80,80,CA resident,Asian,Female,0
2.1,554,643,14,80,80,CA resident,Asian,Female,0
2.3,629,644,16,80,80,CA resident,Hispanic,Male,0
2.5,593,676,14,80,80,CA resident,Hispanic,Male,0
2.6,594,628,14,80,80,CA resident,Asian,Male,0
2.2,651,619,16,80,80,International,Asian,Female,0
2.4,593,628,13,80,80,CA resident,Asian,Male,1
2.5,552,689,14,80,80,CA resident,International,Female,0
2.8,663,565,15,80,80,CA resident,International,Male,0
2.4,589,614,16,80,80,CA resident,International,Female,0
2.2,599,586,14,80,80,CA resident,Asian,Male,0
2.5,639,630,15,80,80,International,Asian,Male,0
2.3,569,630,16,80,80,CA resident,International,Male,0
2.1,698,695,16,80,80,International,Asian,Female,0
2.8,597,619,13,80,80,CA resident,Hispanic,Female,0
2.1,555,633,13,80,80,CA resident,White,Female,0
2.0,619,608,14,80,80,International,Asian,Male,0
2.0,634,675,15,80,80,CA resident,White,Female,0
2.5,651,600,16,80,80,CA resident,White,Female,0
2.4,641,638,14,80,80,CA resident,Asian,Male,0
2.2,689,618,13,80,80,CA resident,Asian,Male,0
2.7,680,574,13,80,80,CA resident,Asian,Male,0
2.9,667,604,16,80,80,CA resident,White,Male,0
2.6,583,683,13,80,80,CA resident,Asian,Female,0
2.4,607,632,13,80,80,CA resident,White,Male,0
2.1,654,610,13,80,80,CA resident,African American,Male,0
2.9,606,575,15,80,80,Non-resident domestic,Hispanic,Male,0
2.6,656,596,14,80,80,CA resident,Hispanic,Female,0
2.3,564,635,16,80,80,International,Hispanic,Female,0
2.5,678,684,15,80,80,CA resident,White,Male,0
2.8,559,566,14,80,80,CA resident,African American,Male,0
2.6,562,635,14,80,80,CA resident,Asian,Female,0
2.8,697,597,16,80,80,Non-resident domestic,Asian,Male,0
2.4,636,552,14,80,80,Non-resident domestic,Hispanic,Female,0
2.8,615,669,16,80,80,CA resident,Asian,Male,0
2.8,629,647,13,80,80,CA resident,International,Female,0
2.9,624,568,13,80,80,CA resident,International,Other,0
2.8,596,603,14,80,80,CA resident,White,Female,0
2.3,633,637,14,80,80,Non-resident domestic,White,Female,0
2.5,637,564,16,80,80,CA resident,Hispanic,Male,0
2.4,673,695,15,80,80,Non-resident domestic,White,Female,0
2.8,637,691,15,80,80,CA resident,White,Female,0
2.3,689,646,16,80,80,CA resident,Domestic unknown,Female,1
2.0,566,604,14,80,80,CA resident,International,Male,0
2.0,658,583,16,80,80,CA resident,Domestic unknown,Female,0
2.1,654,632,16,80,80,CA resident,Hispanic,Female,1
2.4,602,553,14,80,80,Non-resident domestic,Asian,Male,0
2.3,571,656,14,80,80,CA resident,Hispanic,Male,0
