GPA,SAT Reading & Writing,SAT Math,SAT Essay,Activity Score,Personal Statement Score,Residency,Race,Gender,Accepted
3.7,739,785,16,80,80,International,White,Male,1
3.6,702,790,18,80,80,CA resident,Asian,Female,1
3.5,751,729,16,80,80,CA resident,Hispanic,Male,1
3.7,776,704,18,80,80,CA resident,White,Male,1
3.7,746,791,18,80,80,CA resident,Asian,Male,1
3.7,756,769,17,80,80,International,Asian,Male,1
3.6,798,736,16,80,80,CA resident,International,Female,1
3.8,790,747,17,80,80,CA resident,American Indian,Female,0
3.9,739,768,18,80,80,Unknown,Asian,Female,1
3.9,751,800,16,80,80,International,Asian,Male,1
3.7,799,794,17,80,80,International,White,Male,1
3.6,752,766,16,80,80,CA resident,Asian,Female,1
3.5,739,722,18,80,80,International,African American,Male,1
3.6,703,773,17,80,80,CA resident,Hispanic,Male,1
3.7,762,789,17,80,80,CA resident,White,Female,1
3.7,750,758,16,80,80,International,White,Male,1
3.6,710,727,16,80,80,CA resident,White,Female,1
4.0,780,761,17,80,80,CA resident,Asian,Male,1
3.6,740,763,18,80,80,International,White,Female,1
3.8,749,780,17,80,80,International,Asian,Male,1
3.5,706,762,18,80,80,CA resident,Hispanic,Female,1
3.8,713,797,17,80,80,CA resident,White,Female,1
3.8,781,720,17,80,80,CA resident,Hispanic,Female,1
3.8,718,775,17,80,80,CA resident,White,Male,1
3.6,787,760,16,80,80,CA resident,White,Male,1
3.7,750,739,16,80,80,CA resident,African American,Female,1
3.6,711,730,18,80,80,CA resident,Asian,Female,1
4.0,763,764,17,80,80,CA resident,Asian,Female,1
3.9,776,725,16,80,80,CA resident,Domestic unknown,Male,1
3.5,761,787,17,80,80,International,Hispanic,Female,1
3.8,787,764,17,80,80,CA resident,Asian,Female,1
3.9,752,737,17,80,80,International,Asian,Genderqueer,1
3.9,711,756,18,80,80,CA resident,International,Male,1
3.6,773,760,18,80,80,CA resident,Asian,Female,1
3.9,713,749,17,80,80,CA resident,Asian,Female,1
3.9,784,740,18,80,80,Unknown,White,Female,1
3.9,782,739,17,80,80,CA resident,Asian,Female,1
3.6,786,704,17,80,80,Unknown,Asian,Male,1
3.8,779,775,17,80,80,CA resident,White,Female,1
3.8,747,700,17,80,80,International,American Indian,Female,1
3.9,710,787,17,80,80,CA resident,Asian,Male,1
3.9,784,721,17,80,80,CA resident,White,Male,1
3.8,710,750,17,80,80,CA resident,International,Female,1
3.7,749,723,17,80,80,CA resident,White,Female,1
4.0,796,701,17,80,80,CA resident,Hispanic,Female,1
3.8,736,750,18,80,80,CA resident,Asian,Female,1
3.6,708,714,17,80,80,CA resident,Hispanic,Female,1
3.5,792,740,18,80,80,CA resident,Asian,Female,1
3.7,782,728,18,80,80,CA resident,Hispanic,Male,1
3.6,715,718,17,80,80,CA resident,International,Male,1
3.9,733,762,18,80,80,Non-resident domestic,Domestic unknown,Female,1
3.9,761,723,18,80,80,CA resident,Asian,Male,1
3.9,782,742,16,80,80,CA resident,Hispanic,Male,1
3.5,717,715,18,80,80,Non-resident domestic,White,Female,1
3.7,758,724,17,80,80,Non-resident domestic,White,Female,1
3.6,756,783,18,80,80,CA resident,White,Male,1
3.8,744,730,16,80,80,Non-resident domestic,International,Female,1
3.8,745,726,16,80,80,CA resident,Asian,Male,1
3.9,704,780,17,80,80,CA resident,International,Male,1
4.0,717,724,18,80,80,CA resident,Asian,Female,1
3.8,723,733,17,80,80,CA resident,Hispanic,Female,0
3.9,788,706,17,80,80,CA resident,International,Female,1
3.5,775,774,16,80,80,CA resident,White,Female,1
3.9,742,797,18,80,80,CA resident,International,Male,1
3.5,791,724,17,80,80,CA resident,Asian,Female,1
3.8,765,798,17,80,80,CA resident,Asian,Male,1
3.6,708,760,18,80,80,CA resident,International,Female,1
3.6,774,728,18,80,80,CA resident,Asian,Male,1
4.0,771,776,17,80,80,CA resident,White,Male,1
4.0,717,776,18,80,80,CA resident,Hispanic,Male,1
3.6,786,767,16,80,80,CA resident,White,Male,1
3.6,723,784,17,80,80,CA resident,Hispanic,Male,1
3.9,785,722,18,80,80,CA resident,International,Male,1
4.0,760,750,16,80,80,CA resident,Hispanic,Female,1
3.7,781,737,16,80,80,CA resident,Asian,Female,1
3.9,715,713,16,80,80,International,White,Male,1
4.0,786,757,17,80,80,CA resident,Asian,Female,1
3.6,747,721,16,80,80,CA resident,Asian,Female,1
3.7,766,772,18,80,80,CA resident,International,Male,1
3.7,770,783,17,80,80,CA resident,Hispanic,Female,1
3.6,774,796,18,80,80,CA resident,White,Female,0
3.7,785,747,16,80,80,Non-resident domestic,Asian,Male,1
3.9,792,701,17,80,80,CA resident,Asian,Male,1
4.0,735,723,16,80,80,Unknown,African American,Female,1
3.6,726,768,18,80,80,CA resident,Asian,Female,1
3.8,776,776,17,80,80,CA resident,International,Female,1
3.7,752,710,16,80,80,CA resident,International,Male,1
3.9,747,763,18,80,80,CA resident,Asian,Male,1
3.9,741,776,17,80,80,CA resident,International,Male,1
3.9,787,795,18,80,80,CA resident,White,Female,1
3.5,701,745,18,80,80,CA resident,Asian,Female,1
3.6,792,717,18,80,80,Non-resident domestic,Hispanic,Male,1
3.6,777,717,17,80,80,CA resident,Domestic unknown,Female,1
3.8,800,746,16,80,80,CA resident,Asian,Female,1
3.7,769,775,16,80,80,CA resident,White,Female,1
3.7,739,712,16,80,80,CA resident,African American,Male,1
3.6,761,721,18,80,80,Non-resident domestic,Hispanic,Male,1
3.8,788,742,18,80,80,CA resident,White,Female,1
3.7,732,774,18,80,80,CA resident,International,Male,1
4.0,741,716,18,80,80,CA resident,Hispanic,Male,1
3.8,795,797,16,80,80,CA resident,White,Male,1
3.8,794,745,17,80,80,CA resident,Hispanic,Female,1
3.7,745,739,18,80,80,International,International,Female,1
3.7,727,771,18,80,80,Unknown,Hispanic,Female,1
3.8,747,761,17,80,80,International,International,Male,0
3.7,721,792,16,80,80,International,Domestic unknown,Female,1
4.0,753,700,16,80,80,International,Hispanic,Male,1
3.8,773,717,17,80,80,Unknown,Hispanic,Male,1
3.6,742,778,16,80,80,International,Asian,Male,1
3.8,736,752,16,80,80,CA resident,White,Male,1
3.9,738,796,18,80,80,International,International,Male,0
4.0,794,710,16,80,80,CA resident,Asian,Female,1
3.5,707,790,18,80,80,CA resident,Hispanic,Female,1
3.9,721,747,18,80,80,CA resident,International,Female,1
3.5,798,739,17,80,80,CA resident,International,Female,1
3.9,723,708,16,80,80,CA resident,Domestic unknown,Female,1
3.9,792,776,16,80,80,CA resident,Asian,Male,1
3.7,738,799,17,80,80,CA resident,International,Female,1
3.7,727,786,16,80,80,International,International,Female,1
3.5,715,746,18,80,80,CA resident,Hispanic,Male,1
3.6,733,763,16,80,80,Non-resident domestic,Asian,Female,1
3.9,795,749,16,80,80,CA resident,Asian,Female,1
3.5,798,759,16,80,80,CA resident,Asian,Female,1
3.7,799,781,16,80,80,CA resident,Domestic unknown,Female,1
3.7,717,701,18,80,80,CA resident,International,Male,1
3.7,748,727,16,80,80,Unknown,African American,Female,1
3.6,709,700,18,80,80,CA resident,Asian,Male,1
3.9,720,778,18,80,80,Non-resident domestic,Hispanic,Female,1
3.7,755,781,16,80,80,CA resident,White,Female,0
3.6,752,735,18,80,80,CA resident,International,Male,1
3.5,724,791,17,80,80,Non-resident domestic,Asian,Female,1
3.6,745,773,16,80,80,CA resident,International,Male,1
3.6,748,791,17,80,80,CA resident,White,Female,1
4.0,793,771,18,80,80,CA resident,Hispanic,Female,0
3.9,732,716,17,80,80,Non-resident domestic,White,Female,1
3.7,735,702,18,80,80,CA resident,White,Female,1
4.0,719,735,18,80,80,CA resident,International,Male,1
3.5,758,722,16,80,80,CA resident,White,Male,0
4.0,785,780,17,80,80,International,Asian,Male,1
3.7,794,774,18,80,80,Non-resident domestic,Hispanic,Female,1
3.7,754,777,16,80,80,International,African American,Female,1
3.9,800,772,16,80,80,CA resident,Hispanic,Female,1
3.7,780,757,18,80,80,CA resident,International,Female,1
3.7,748,704,16,80,80,Non-resident domestic,International,Male,1
3.6,795,772,18,80,80,CA resident,Asian,Female,1
3.9,753,733,17,80,80,CA resident,International,Female,1
3.8,797,779,18,80,80,International,White,Male,1
3.7,776,716,16,80,80,Non-resident domestic,White,Male,1
4.0,742,766,16,80,80,CA resident,African American,Female,1
3.6,757,783,16,80,80,CA resident,White,Female,1
3.9,787,745,18,80,80,Non-resident domestic,White,Male,1
3.8,746,715,17,80,80,CA resident,Asian,Female,1
3.8,753,754,17,80,80,CA resident,Hispanic,Male,1
3.8,720,737,18,80,80,CA resident,Asian,Male,1
3.7,789,730,18,80,80,CA resident,White,Female,1
3.5,772,763,16,80,80,CA resident,International,Male,1
3.6,700,744,17,80,80,CA resident,Asian,Male,1
3.7,769,700,17,80,80,Non-resident domestic,Hispanic,Male,1
3.7,769,747,16,80,80,CA resident,American Indian,Female,1
3.7,726,713,18,80,80,CA resident,Domestic unknown,Male,1
4.0,785,702,16,80,80,International,Asian,Female,1
3.8,755,774,16,80,80,International,International,Male,1
3.7,730,788,17,80,80,CA resident,Asian,Male,1
3.9,766,720,18,80,80,CA resident,White,Female,1
3.9,790,764,17,80,80,Non-resident domestic,African American,Female,1
4.0,750,738,17,80,80,CA resident,Asian,Male,1
3.6,789,741,18,80,80,CA resident,Asian,Male,1
3.8,770,728,16,80,80,International,Hispanic,Female,1
3.5,788,763,17,80,80,CA resident,Asian,Female,1
3.9,799,784,16,80,80,CA resident,Hispanic,Female,1
3.6,742,757,16,80,80,CA resident,Asian,Genderqueer,1
3.7,749,736,17,80,80,Unknown,Asian,Male,1
3.6,724,712,18,80,80,CA resident,Asian,Female,1
3.5,721,706,17,80,80,CA resident,International,Male,1
3.9,789,731,16,80,80,International,Pacific Islander,Female,1
3.5,701,791,16,80,80,Non-resident domestic,Asian,Female,1
3.8,779,749,18,80,80,Non-resident domestic,Asian,Female,1
3.8,750,714,16,80,80,Non-resident domestic,Asian,Female,1
3.7,720,709,18,80,80,International,Hispanic,Female,1
3.6,746,789,16,80,80,International,Asian,Female,1
4.0,724,779,18,80,80,International,Asian,Female,1
3.6,766,767,18,80,80,CA resident,Asian,Other,1
3.5,749,702,18,80,80,CA resident,Hispanic,Female,1
4.0,716,731,16,80,80,CA resident,Domestic unknown,Male,1
3.5,753,752,17,80,80,CA resident,Hispanic,Female,1
3.9,702,720,17,80,80,Non-resident domestic,Asian,Male,1
3.8,735,720,18,80,80,CA resident,International,Male,1
4.0,719,755,17,80,80,CA resident,White,Male,1
3.5,745,774,16,80,80,Unknown,Asian,Female,0
3.6,712,787,17,80,80,CA resident,White,Male,1
3.9,791,781,16,80,80,Unknown,Asian,Male,1
3.9,706,743,16,80,80,International,Hispanic,Genderqueer,1
3.7,705,708,16,80,80,CA resident,Hispanic,Female,1
3.5,767,724,18,80,80,CA resident,Asian,Male,1
4.0,737,758,18,80,80,CA resident,White,Male,1
3.9,720,728,16,80,80,CA resident,International,Female,1
3.5,718,744,17,80,80,CA resident,Asian,Female,1
3.8,753,720,18,80,80,Unknown,Hispanic,Female,1
3.6,723,787,18,80,80,CA resident,Hispanic,Male,1
3.6,797,757,17,80,80,CA resident,Asian,Male,1
3.9,780,721,17,80,80,CA resident,White,Female,1
3.7,738,748,16,80,80,CA resident,Asian,Male,1
3.9,742,760,16,80,80,CA resident,Asian,Female,1
3.9,737,794,17,80,80,CA resident,White,Female,1
3.8,772,765,16,80,80,Non-resident domestic,International,Female,1
3.9,792,768,17,80,80,CA resident,Asian,Male,1
3.6,729,744,18,80,80,CA resident,Asian,Female,1
3.8,750,726,16,80,80,International,White,Male,1
3.6,768,760,16,80,80,CA resident,Asian,Female,1
3.5,722,762,18,80,80,CA resident,White,Female,1
3.6,781,774,17,80,80,CA resident,Domestic unknown,Female,1
3.7,721,702,16,80,80,International,White,Female,1
3.9,786,759,18,80,80,Non-resident domestic,Asian,Female,1
3.7,718,742,17,80,80,Non-resident domestic,White,Male,1
3.7,767,768,18,80,80,CA resident,International,Male,1
4.0,747,796,17,80,80,Non-resident domestic,White,Female,1
3.5,758,750,18,80,80,Unknown,Hispanic,Male,1
3.9,734,750,17,80,80,International,International,Male,1
3.5,800,749,16,80,80,International,Hispanic,Female,1
4.0,705,717,17,80,80,CA resident,Asian,Female,1
3.7,743,768,17,80,80,CA resident,White,Male,1
3.5,750,732,18,80,80,CA resident,Asian,Female,0
3.6,792,760,16,80,80,Unknown,Hispanic,Female,1
3.5,781,781,17,80,80,CA resident,Asian,Male,1
3.6,744,706,18,80,80,CA resident,Asian,Male,1
3.6,766,773,18,80,80,CA resident,Hispanic,Male,1
3.9,776,782,16,80,80,CA resident,Asian,Female,1
3.9,778,800,18,80,80,CA resident,Hispanic,Female,1
3.6,773,750,16,80,80,CA resident,Hispanic,Male,1
3.7,788,730,16,80,80,CA resident,White,Female,1
3.8,775,725,18,80,80,Non-resident domestic,International,Female,1
3.9,705,724,17,80,80,CA resident,Asian,Male,1
3.8,748,741,17,80,80,CA resident,White,Female,1
3.9,747,743,18,80,80,CA resident,Domestic unknown,Female,1
3.6,789,763,17,80,80,CA resident,White,Female,1
3.7,774,724,17,80,80,CA resident,African American,Male,1
3.9,774,756,18,80,80,CA resident,Asian,Female,1
3.5,774,729,18,80,80,CA resident,Asian,Male,1
3.6,771,706,17,80,80,CA resident,Asian,Male,1
3.9,703,708,17,80,80,CA resident,White,Male,0
3.6,788,774,16,80,80,CA resident,Asian,Male,1
3.7,750,710,17,80,80,CA resident,Hispanic,Male,1
3.6,775,770,18,80,80,CA resident,International,Male,0
3.8,710,754,18,80,80,CA resident,Asian,Female,1
3.8,758,793,17,80,80,CA resident,Asian,Male,1
3.8,787,781,16,80,80,Unknown,Hispanic,Female,1
3.8,702,798,16,80,80,International,International,Male,1
3.8,738,772,18,80,80,Unknown,Hispanic,Female,1
3.9,790,729,16,80,80,CA resident,Domestic unknown,Female,0
3.9,719,750,16,80,80,CA resident,Asian,Male,1
3.8,733,756,17,80,80,CA resident,White,Female,1
4.0,732,754,18,80,80,CA resident,Asian,Male,1
4.0,726,715,18,80,80,International,Asian,Female,1
3.8,765,750,16,80,80,CA resident,International,Female,1
3.8,713,792,18,80,80,CA resident,Asian,Female,1
3.7,753,750,16,80,80,CA resident,Asian,Female,1
3.9,752,773,17,80,80,CA resident,Asian,Female,1
3.5,716,797,17,80,80,CA resident,Hispanic,Male,1
4.0,719,760,16,80,80,CA resident,African American,Female,0
3.6,735,700,16,80,80,CA resident,International,Female,1
3.7,742,784,16,80,80,CA resident,Asian,Female,1
3.5,791,772,18,80,80,CA resident,International,Male,1
3.7,753,799,16,80,80,Unknown,Asian,Female,1
3.7,763,792,16,80,80,CA resident,Asian,Male,1
3.6,791,756,16,80,80,CA resident,Hispanic,Female,1
3.9,762,740,17,80,80,CA resident,White,Female,1
3.9,748,759,18,80,80,CA resident,Asian,Male,1
3.5,702,775,18,80,80,CA resident,Asian,Male,1
3.6,714,747,17,80,80,International,African American,Male,1
3.7,778,717,18,80,80,CA resident,Asian,Female,1
3.6,798,708,17,80,80,CA resident,Domestic unknown,Female,1
3.9,726,746,18,80,80,CA resident,Hispanic,Male,1
3.8,737,730,18,80,80,CA resident,International,Female,1
3.7,712,765,18,80,80,CA resident,Hispanic,Male,1
3.9,778,757,17,80,80,Unknown,International,Female,1
3.7,722,731,18,80,80,CA resident,Asian,Female,1
3.9,774,705,17,80,80,CA resident,Asian,Female,1
3.7,749,778,18,80,80,CA resident,International,Female,1
3.7,772,706,18,80,80,CA resident,Hispanic,Female,1
3.7,776,729,17,80,80,CA resident,Asian,Female,1
3.8,724,772,16,80,80,International,Asian,Female,1
3.6,792,701,16,80,80,Non-resident domestic,International,Male,1
3.6,763,766,18,80,80,Non-resident domestic,White,Female,1
3.5,759,719,17,80,80,CA resident,Asian,Male,1
3.8,711,793,17,80,80,CA resident,Asian,Male,1
3.8,762,788,16,80,80,Non-resident domestic,Hispanic,Female,1
3.9,767,741,18,80,80,International,White,Male,1
3.7,753,756,17,80,80,CA resident,Asian,Male,1
3.6,776,761,16,80,80,CA resident,Asian,Male,1
3.9,787,737,18,80,80,CA resident,Hispanic,Female,1
3.6,720,727,16,80,80,CA resident,Asian,Male,0
3.7,795,762,17,80,80,Unknown,White,Female,1
3.6,721,755,16,80,80,CA resident,Asian,Male,1
3.7,713,720,16,80,80,International,White,Female,1
3.7,723,708,18,80,80,CA resident,Hispanic,Female,1
3.8,769,703,18,80,80,CA resident,Asian,Female,1
3.7,773,782,16,80,80,CA resident,International,Female,1
3.9,745,700,17,80,80,CA resident,White,Female,1
4.0,756,798,16,80,80,CA resident,International,Male,1
3.9,713,788,18,80,80,International,White,Male,1
3.7,743,700,16,80,80,CA resident,Hispanic,Female,1
3.8,724,714,18,80,80,CA resident,Hispanic,Male,1
3.7,728,711,16,80,80,CA resident,Hispanic,Female,1
3.9,722,739,16,80,80,International,Asian,Female,1
3.8,751,770,16,80,80,International,Hispanic,Female,1
3.6,790,717,18,80,80,CA resident,Asian,Female,1
3.5,759,734,16,80,80,CA resident,Hispanic,Male,1
4.0,701,777,17,80,80,CA resident,Hispanic,Female,1
3.8,770,714,16,80,80,CA resident,Asian,Female,1
3.6,741,731,18,80,80,CA resident,Asian,Female,1
3.8,745,755,16,80,80,CA resident,Asian,Female,1
3.8,720,715,17,80,80,CA resident,Asian,Female,1
3.5,779,700,16,80,80,Non-resident domestic,White,Female,1
3.7,798,781,18,80,80,CA resident,Hispanic,Female,0
3.7,784,745,17,80,80,CA resident,White,Female,1
4.0,784,703,16,80,80,International,White,Male,1
3.5,721,786,16,80,80,CA resident,Hispanic,Female,1
4.0,721,785,16,80,80,Non-resident domestic,African American,Male,1
4.0,776,717,17,80,80,CA resident,International,Female,1
3.7,712,717,18,80,80,International,Asian,Male,0
3.9,701,725,16,80,80,CA resident,Asian,Female,1
3.8,750,743,16,80,80,CA resident,International,Female,1
3.6,717,775,18,80,80,CA resident,International,Female,1
4.0,792,707,16,80,80,CA resident,Asian,Female,1
3.7,798,722,17,80,80,CA resident,Asian,Male,1
3.7,721,752,17,80,80,CA resident,Asian,Male,1
3.7,762,746,18,80,80,CA resident,African American,Male,1
3.6,761,781,17,80,80,CA resident,White,Male,1
3.6,800,770,18,80,80,CA resident,International,Female,1
3.9,752,708,17,80,80,Non-resident domestic,Hispanic,Male,0
3.7,755,780,16,80,80,CA resident,Asian,Male,1
3.7,720,772,16,80,80,CA resident,International,Female,1
3.8,717,757,17,80,80,International,Hispanic,Female,1
4.0,724,773,18,80,80,CA resident,Asian,Male,1
3.9,758,702,17,80,80,Non-resident domestic,Hispanic,Male,1
3.8,718,772,16,80,80,CA resident,Asian,Male,1
4.0,702,713,17,80,80,CA resident,Asian,Female,1
3.7,736,706,18,80,80,CA resident,Asian,Male,1
3.5,766,795,17,80,80,CA resident,White,Female,1
3.8,727,782,17,80,80,CA resident,Asian,Male,0
3.9,730,784,16,80,80,CA resident,Hispanic,Male,1
3.5,763,759,16,80,80,CA resident,Hispanic,Female,1
4.0,798,701,18,80,80,CA resident,White,Male,1
3.7,767,737,16,80,80,International,Asian,Male,1
3.8,702,777,16,80,80,CA resident,Asian,Male,1
3.8,767,800,18,80,80,CA resident,International,Male,1
3.9,708,703,18,80,80,International,Asian,Female,1
3.8,705,727,18,80,80,CA resident,White,Male,1
3.6,749,776,16,80,80,CA resident,Asian,Male,1
3.8,736,740,16,80,80,CA resident,Hispanic,Male,1
3.5,778,741,17,80,80,CA resident,White,Female,1
4.0,735,731,17,80,80,CA resident,White,Female,1
4.0,770,757,16,80,80,CA resident,Asian,Female,1
4.0,724,720,17,80,80,CA resident,Asian,Female,1
3.7,792,782,16,80,80,Non-resident domestic,Asian,Male,1
3.7,703,788,16,80,80,CA resident,Asian,Male,1
4.0,770,741,18,80,80,CA resident,Asian,Male,1
3.7,739,716,17,80,80,CA resident,White,Female,1
3.7,785,716,16,80,80,CA resident,Hispanic,Male,1
3.6,784,800,17,80,80,International,Hispanic,Female,1
3.6,797,720,18,80,80,CA resident,White,Female,1
3.9,781,781,16,80,80,CA resident,International,Male,1
3.7,754,740,17,80,80,CA resident,Hispanic,Male,1
3.7,795,781,17,80,80,CA resident,Asian,Female,1
3.7,798,746,17,80,80,CA resident,Asian,Male,1
3.6,705,778,18,80,80,Unknown,White,Male,1
4.0,768,735,16,80,80,CA resident,Asian,Female,1
3.7,779,774,16,80,80,CA resident,Hispanic,Male,1
3.7,797,725,17,80,80,International,International,Female,1
3.5,758,719,18,80,80,International,White,Male,1
4.0,718,714,17,80,80,International,Hispanic,Female,1
3.7,704,720,16,80,80,International,International,Female,1
3.9,753,718,16,80,80,Non-resident domestic,African American,Female,1
3.6,717,718,17,80,80,CA resident,International,Male,1
3.7,780,725,17,80,80,CA resident,White,Male,1
3.6,773,737,18,80,80,CA resident,Asian,Male,1
4.0,781,716,18,80,80,CA resident,Hispanic,Female,1
3.6,731,791,17,80,80,Non-resident domestic,International,Male,1
3.6,795,793,18,80,80,CA resident,American Indian,Male,1
3.5,777,732,17,80,80,CA resident,Asian,Female,1
3.7,741,762,18,80,80,CA resident,White,Male,1
3.9,750,734,18,80,80,CA resident,International,Female,1
3.9,798,717,18,80,80,CA resident,White,Male,1
3.7,769,708,17,80,80,CA resident,Asian,Male,1
3.9,717,774,16,80,80,CA resident,Asian,Male,1
3.7,792,754,18,80,80,International,Asian,Male,1
3.9,767,755,18,80,80,CA resident,White,Male,1
3.7,713,750,18,80,80,CA resident,Hispanic,Female,1
3.9,773,774,17,80,80,CA resident,White,Female,1
3.8,778,795,17,80,80,CA resident,Asian,Male,1
3.6,726,753,16,80,80,CA resident,African American,Male,1
3.6,763,799,17,80,80,CA resident,White,Male,1
3.9,708,765,18,80,80,CA resident,Asian,Male,1
3.9,708,772,17,80,80,International,Asian,Male,1
3.9,780,702,17,80,80,CA resident,Asian,Male,1
3.6,702,706,18,80,80,CA resident,Asian,Female,1
3.8,751,709,18,80,80,CA resident,Hispanic,Female,1
3.7,790,717,17,80,80,Non-resident domestic,White,Female,1
3.8,773,771,18,80,80,Non-resident domestic,Asian,Female,1
3.5,737,775,16,80,80,Non-resident domestic,White,Female,1
3.9,723,732,18,80,80,CA resident,International,Female,1
3.6,759,789,18,80,80,International,Asian,Female,1
3.6,795,700,16,80,80,Non-resident domestic,White,Female,1
3.8,723,727,17,80,80,CA resident,International,Male,1
3.9,785,799,16,80,80,CA resident,Asian,Female,1
3.9,731,725,18,80,80,CA resident,White,Female,1
3.5,734,755,17,80,80,CA resident,Hispanic,Male,0
3.7,719,701,16,80,80,CA resident,White,Female,1
4.0,714,755,16,80,80,CA resident,Hispanic,Male,1
3.7,709,742,18,80,80,International,Asian,Female,1
3.8,735,739,18,80,80,CA resident,White,Male,1
3.5,762,788,18,80,80,CA resident,Asian,Female,1
3.8,770,772,16,80,80,International,Asian,Male,1
3.7,743,762,17,80,80,CA resident,Asian,Female,1
4.0,733,781,17,80,80,CA resident,International,Female,1
3.8,764,790,16,80,80,CA resident,White,Male,1
3.9,788,702,17,80,80,CA resident,Asian,Other,1
3.9,746,781,16,80,80,CA resident,White,Male,1
3.5,704,797,18,80,80,CA resident,White,Female,0
3.5,727,797,18,80,80,CA resident,Asian,Female,1
3.6,712,798,17,80,80,Unknown,Asian,Female,1
3.7,797,779,18,80,80,CA resident,African American,Male,1
3.9,747,766,17,80,80,CA resident,Hispanic,Male,1
3.8,781,751,16,80,80,International,Hispanic,Male,1
3.7,793,762,16,80,80,Unknown,Hispanic,Female,1
4.0,703,757,18,80,80,CA resident,Asian,Male,1
3.6,799,711,16,80,80,CA resident,Hispanic,Male,1
3.6,727,740,17,80,80,CA resident,White,Female,1
3.9,701,729,16,80,80,Non-resident domestic,African American,Female,1
3.8,726,783,16,80,80,International,African American,Female,1
3.7,714,718,17,80,80,CA resident,White,Genderqueer,1
3.9,733,784,16,80,80,CA resident,Asian,Female,1
3.6,765,762,17,80,80,CA resident,Asian,Male,1
3.8,745,789,17,80,80,CA resident,Asian,Female,1
3.5,716,780,16,80,80,CA resident,Hispanic,Female,1
3.7,734,757,17,80,80,International,White,Male,1
3.6,760,758,18,80,80,CA resident,Asian,Male,1
3.8,768,781,16,80,80,CA resident,Hispanic,Male,1
3.9,745,734,18,80,80,Unknown,International,Female,1
3.7,784,731,17,80,80,International,Hispanic,Female,1
3.8,703,789,16,80,80,CA resident,Hispanic,Male,1
3.8,748,793,16,80,80,CA resident,International,Female,1
3.7,711,701,16,80,80,CA resident,African American,Female,1
4.0,752,773,16,80,80,CA resident,Asian,Female,1
3.7,723,718,18,80,80,CA resident,Asian,Female,1
3.6,727,792,16,80,80,CA resident,Hispanic,Female,1
3.7,786,767,17,80,80,International,African American,Male,1
3.5,768,779,17,80,80,International,Asian,Male,0
3.8,713,737,18,80,80,CA resident,White,Male,1
3.5,729,766,16,80,80,International,White,Female,1
3.6,747,706,16,80,80,CA resident,Hispanic,Male,1
4.0,721,769,17,80,80,International,International,Male,1
3.5,707,726,16,80,80,International,Asian,Male,1
4.0,770,714,18,80,80,CA resident,Asian,Male,1
3.6,775,712,16,80,80,CA resident,White,Female,1
3.9,748,794,18,80,80,CA resident,African American,Female,1
3.8,758,722,17,80,80,Non-resident domestic,Hispanic,Female,1
3.8,767,747,17,80,80,CA resident,White,Male,1
3.7,714,798,17,80,80,Non-resident domestic,Asian,Female,1
3.7,737,726,18,80,80,CA resident,Hispanic,Female,1
3.7,735,704,18,80,80,CA resident,Asian,Male,1
3.5,752,792,17,80,80,CA resident,Asian,Female,1
3.5,782,788,18,80,80,CA resident,White,Male,1
3.8,749,729,16,80,80,CA resident,International,Female,1
3.7,705,729,17,80,80,CA resident,Hispanic,Male,1
3.5,731,798,16,80,80,Non-resident domestic,Asian,Female,1
3.5,785,713,16,80,80,International,African American,Female,1
3.5,717,748,17,80,80,CA resident,Hispanic,Other,1
3.5,753,768,17,80,80,CA resident,White,Female,1
3.8,793,762,17,80,80,International,Asian,Male,1
3.8,749,773,16,80,80,CA resident,Hispanic,Female,1
3.7,714,745,16,80,80,CA resident,Hispanic,Male,1
3.9,780,740,18,80,80,CA resident,Hispanic,Female,1
3.8,794,770,18,80,80,International,Asian,Male,1
3.6,744,790,17,80,80,CA resident,Hispanic,Female,1
3.9,721,718,18,80,80,CA resident,White,Female,1
3.6,777,716,18,80,80,CA resident,Asian,Female,1
3.8,787,763,18,80,80,CA resident,White,Female,1
3.6,796,785,17,80,80,CA resident,Domestic unknown,Female,1
3.7,705,731,18,80,80,CA resident,Hispanic,Male,1
3.8,758,735,16,80,80,CA resident,Asian,Female,1
3.7,750,705,17,80,80,Unknown,Asian,Female,1
3.9,724,731,17,80,80,CA resident,White,Male,1
3.5,749,733,18,80,80,CA resident,White,Female,1
3.8,716,752,18,80,80,International,International,Female,1
3.8,711,712,16,80,80,CA resident,White,Female,1
3.8,725,786,16,80,80,Non-resident domestic,Hispanic,Female,1
3.7,749,790,17,80,80,CA resident,Asian,Male,1
3.5,705,711,18,80,80,CA resident,White,Female,1
3.9,776,736,17,80,80,CA resident,Hispanic,Female,1
3.5,800,756,18,80,80,CA resident,Asian,Male,1
4.0,723,737,16,80,80,CA resident,White,Female,1
3.7,709,712,18,80,80,CA resident,Asian,Female,1
3.6,774,776,17,80,80,CA resident,Hispanic,Female,1
3.8,748,795,17,80,80,CA resident,Asian,Female,1
3.5,702,788,18,80,80,CA resident,Asian,Female,1
3.5,738,722,16,80,80,CA resident,Asian,Male,1
3.6,722,700,16,80,80,CA resident,White,Female,1
3.8,779,770,17,80,80,CA resident,White,Female,1
3.6,751,775,16,80,80,CA resident,International,Female,0
3.6,719,753,17,80,80,CA resident,White,Female,0
3.5,737,722,16,80,80,CA resident,International,Male,1
